Size,U \%,O \%,D,FO,Instance,RT,,SD,RT,,SD,RT,,SD,gen,conv
100,50,85,Euclidean,Equal,3,0.8,$\pm$,0.4,0.58,$\pm$,0.52,21212.7,$\pm$,16009.14,378,100
100,50,85,Euclidean,Equal,4,0.6,$\pm$,0.49,0.52,$\pm$,0.5,155273.8,$\pm$,7070.54,3000,0
100,50,85,Euclidean,Equal,5,0.6,$\pm$,0.49,0.53,$\pm$,0.53,135580.8,$\pm$,2280.21,3000,0
100,50,85,Euclidean,Random,1,0.8,$\pm$,0.4,0.53,$\pm$,0.51,106138.5,$\pm$,678.39,3000,0
100,50,85,Euclidean,Random,2,0.2,$\pm$,0.4,0.6,$\pm$,0.98,61687.5,$\pm$,402.02,3000,0
100,50,85,Euclidean,Random,3,0.2,$\pm$,0.4,0.41,$\pm$,0.52,3948.1,$\pm$,12298.42,336.78,88.89
100,50,85,Euclidean,Random,4,0.8,$\pm$,0.4,0.47,$\pm$,0.5,15.9,$\pm$,7.31,1,100
100,50,85,Euclidean,Random,5,1,$\pm$,0,0.42,$\pm$,0.51,84.4,$\pm$,18.4,5.22,100
100,80,0,Chebyshev,Equal,1,0.8,$\pm$,0.4,1,$\pm$,1.28,416002,$\pm$,8432.78,3000,0
100,80,0,Chebyshev,Equal,2,0.4,$\pm$,0.49,1.08,$\pm$,1.39,396753.7,$\pm$,11284.08,3000,0
100,80,0,Chebyshev,Equal,3,0.6,$\pm$,0.49,0.88,$\pm$,1.5,305572.8,$\pm$,101937.09,2684.67,11.11
100,80,0,Chebyshev,Equal,4,0.6,$\pm$,0.49,0.74,$\pm$,1.23,279316.1,$\pm$,98038.28,2667,11.11
100,80,0,Chebyshev,Equal,5,0.6,$\pm$,0.49,0.91,$\pm$,1.23,434937.1,$\pm$,8166.43,3000,0
100,80,0,Chebyshev,Random,1,0.8,$\pm$,0.4,0.44,$\pm$,0.5,93.6,$\pm$,16.45,1,100
100,80,0,Chebyshev,Random,2,0.8,$\pm$,0.4,0.64,$\pm$,0.53,235.8,$\pm$,40.72,3.78,100
100,80,0,Chebyshev,Random,3,0.6,$\pm$,0.49,0.48,$\pm$,0.53,80.9,$\pm$,14.42,1,100
100,80,0,Chebyshev,Random,4,0.6,$\pm$,0.49,0.59,$\pm$,0.55,122542.6,$\pm$,64541.2,2333.56,22.22
100,80,0,Chebyshev,Random,5,0,$\pm$,0,0.57,$\pm$,0.54,6282.6,$\pm$,3575.8,139.89,100
100,80,0,Euclidean,Equal,1,0.6,$\pm$,0.49,1.03,$\pm$,1.36,300150.2,$\pm$,19051.01,3000,0
100,80,0,Euclidean,Equal,2,0,$\pm$,0,1.17,$\pm$,1.42,542738.8,$\pm$,20143.54,3000,0
100,80,0,Euclidean,Equal,3,0.6,$\pm$,0.8,0.8,$\pm$,1.14,295468.2,$\pm$,8638.97,3000,0
100,80,0,Euclidean,Equal,4,1.2,$\pm$,1.17,1.36,$\pm$,1.23,551224.4,$\pm$,16032.54,3000,0
100,80,0,Euclidean,Equal,5,0.6,$\pm$,0.49,0.99,$\pm$,1.24,364054.2,$\pm$,1864.89,3000,0
100,80,0,Euclidean,Random,1,0.4,$\pm$,0.49,0.62,$\pm$,0.53,139286.6,$\pm$,24505.32,2760,22.22
100,80,0,Euclidean,Random,2,0.4,$\pm$,0.49,0.69,$\pm$,0.53,211309.5,$\pm$,4721.59,3000,0
100,80,0,Euclidean,Random,3,0.6,$\pm$,0.49,0.56,$\pm$,0.51,199.9,$\pm$,30.12,3.44,100
100,80,0,Euclidean,Random,4,0.6,$\pm$,0.49,0.58,$\pm$,0.57,197269.2,$\pm$,1066.6,3000,0
100,80,0,Euclidean,Random,5,0.4,$\pm$,0.49,0.6,$\pm$,0.51,104.9,$\pm$,12.65,1,100
100,80,50,Chebyshev,Equal,1,1.2,$\pm$,0.4,1.34,$\pm$,0.74,618682.5,$\pm$,20412.14,3000,0
100,80,50,Chebyshev,Equal,2,1,$\pm$,0.63,1.34,$\pm$,0.78,518839.3,$\pm$,12864.49,3000,0
100,80,50,Chebyshev,Equal,3,1.2,$\pm$,0.4,1.4,$\pm$,0.71,671404.6,$\pm$,13673.14,3000,0
100,80,50,Chebyshev,Equal,4,0.8,$\pm$,0.4,1.24,$\pm$,0.7,455926.5,$\pm$,3839.07,3000,0
100,80,50,Chebyshev,Equal,5,0.6,$\pm$,0.49,1.22,$\pm$,0.72,446621.1,$\pm$,10229.14,3000,0
100,80,50,Chebyshev,Random,1,0.6,$\pm$,0.49,0.72,$\pm$,0.54,186892.4,$\pm$,51746.1,3000,0
100,80,50,Chebyshev,Random,2,0.8,$\pm$,0.4,0.81,$\pm$,0.55,468752.6,$\pm$,284670.63,3000,0
100,80,50,Chebyshev,Random,3,1,$\pm$,0,0.65,$\pm$,0.54,264848.5,$\pm$,8869.22,3000,0
100,80,50,Chebyshev,Random,4,0.6,$\pm$,0.49,0.95,$\pm$,0.54,412367.2,$\pm$,21644.61,3000,0
100,80,50,Chebyshev,Random,5,0.8,$\pm$,0.4,0.8,$\pm$,0.56,365807.7,$\pm$,14459.54,3000,0
100,80,50,Euclidean,Equal,1,1,$\pm$,0.63,1,$\pm$,0.69,361079.8,$\pm$,22861.92,3000,0
100,80,50,Euclidean,Equal,2,1,$\pm$,0,1.24,$\pm$,0.59,496553.9,$\pm$,13900.05,3000,0
100,80,50,Euclidean,Equal,3,1,$\pm$,0.63,1.17,$\pm$,0.74,482982.5,$\pm$,5645.31,3000,0
100,80,50,Euclidean,Equal,4,1,$\pm$,0,1.31,$\pm$,0.72,517414.9,$\pm$,60546.66,3000,0
100,80,50,Euclidean,Equal,5,1,$\pm$,0,1.09,$\pm$,0.6,378609,$\pm$,9100.8,3000,0
100,80,50,Euclidean,Random,1,1,$\pm$,0,0.9,$\pm$,0.48,250649.9,$\pm$,5831.2,3000,0
100,80,50,Euclidean,Random,2,0.6,$\pm$,0.49,0.76,$\pm$,0.55,223672.2,$\pm$,7460.79,3000,0
100,80,50,Euclidean,Random,3,1,$\pm$,0,1.16,$\pm$,0.54,340946.5,$\pm$,4448.68,3000,0
100,80,50,Euclidean,Random,4,0.6,$\pm$,0.49,0.72,$\pm$,0.5,154250.2,$\pm$,4093.33,3000,0
100,80,50,Euclidean,Random,5,0.4,$\pm$,0.49,0.53,$\pm$,0.53,84499.2,$\pm$,13969.4,2835.56,11.11
100,80,85,Chebyshev,Equal,1,0.4,$\pm$,0.49,0.57,$\pm$,0.54,67329.3,$\pm$,682.66,3000,0
100,80,85,Chebyshev,Equal,2,0.4,$\pm$,0.49,0.57,$\pm$,0.58,90359.3,$\pm$,567.52,3000,0
100,80,85,Chebyshev,Equal,3,0.8,$\pm$,0.4,0.43,$\pm$,0.5,100288.9,$\pm$,2840.86,3000,0
100,80,85,Chebyshev,Equal,4,0.8,$\pm$,0.4,0.58,$\pm$,0.52,85607.2,$\pm$,4628.23,3000,0
100,80,85,Chebyshev,Equal,5,0.4,$\pm$,0.49,0.53,$\pm$,0.5,97145.9,$\pm$,2652.76,3000,0
100,80,85,Chebyshev,Random,1,0.6,$\pm$,0.49,0.43,$\pm$,0.49,65701.9,$\pm$,1850.49,3000,0
100,80,85,Chebyshev,Random,2,0.6,$\pm$,0.49,0.57,$\pm$,0.59,61482.4,$\pm$,67.33,3000,0
100,80,85,Chebyshev,Random,3,0.4,$\pm$,0.49,0.58,$\pm$,0.49,106516.4,$\pm$,862.15,3000,0
100,80,85,Chebyshev,Random,4,0.6,$\pm$,0.49,0.57,$\pm$,0.5,87391.1,$\pm$,921.78,3000,0
100,80,85,Chebyshev,Random,5,0.8,$\pm$,0.4,0.48,$\pm$,0.5,59268.8,$\pm$,769.15,3000,0
100,80,85,Euclidean,Equal,1,0.4,$\pm$,0.49,0.49,$\pm$,0.5,72748.6,$\pm$,2782.94,3000,0
100,80,85,Euclidean,Equal,2,0.8,$\pm$,0.4,0.48,$\pm$,0.51,61680.8,$\pm$,134.68,3000,0
100,80,85,Euclidean,Equal,3,0.4,$\pm$,0.49,0.64,$\pm$,0.5,85224.9,$\pm$,583.27,3000,0
100,80,85,Euclidean,Equal,4,0.4,$\pm$,0.49,0.56,$\pm$,0.51,70106.1,$\pm$,1062.94,3000,0
100,80,85,Euclidean,Equal,5,0.6,$\pm$,0.49,0.61,$\pm$,0.66,82417.8,$\pm$,3418.99,3000,0
100,80,85,Euclidean,Random,1,0.8,$\pm$,0.4,0.64,$\pm$,0.58,30132.3,$\pm$,32657.89,1013.44,77.78
100,80,85,Euclidean,Random,2,0.6,$\pm$,0.49,0.47,$\pm$,0.5,45641.5,$\pm$,638.45,3000,0
100,80,85,Euclidean,Random,3,0.4,$\pm$,0.49,0.43,$\pm$,0.51,66985.6,$\pm$,934.2,3000,0
100,80,85,Euclidean,Random,4,0.2,$\pm$,0.4,0.53,$\pm$,0.5,63378.6,$\pm$,709.88,3000,0
100,80,85,Euclidean,Random,5,0.8,$\pm$,0.4,0.57,$\pm$,0.51,80191.7,$\pm$,2492.55,3000,0
100,95,0,Chebyshev,Equal,1,0.2,$\pm$,0.4,0.53,$\pm$,0.59,83515.2,$\pm$,162.59,3000,0
100,95,0,Chebyshev,Equal,2,0.8,$\pm$,0.4,0.6,$\pm$,0.66,110603.9,$\pm$,6670.14,3000,0
100,95,0,Chebyshev,Equal,3,0.8,$\pm$,0.4,0.58,$\pm$,0.59,107850.2,$\pm$,4167.76,3000,0
100,95,0,Chebyshev,Equal,4,0.6,$\pm$,0.49,0.64,$\pm$,0.58,93454.1,$\pm$,1093.69,3000,0
100,95,0,Chebyshev,Equal,5,0.4,$\pm$,0.49,0.57,$\pm$,0.57,86925.7,$\pm$,533.42,3000,0
100,95,0,Chebyshev,Random,1,0.8,$\pm$,0.4,0.5,$\pm$,0.53,74000.8,$\pm$,859.87,3000,0
100,95,0,Chebyshev,Random,2,0.6,$\pm$,0.49,0.53,$\pm$,0.51,67154.9,$\pm$,1229.35,3000,0
100,95,0,Chebyshev,Random,3,0.6,$\pm$,0.49,0.46,$\pm$,0.5,32.6,$\pm$,5.06,1,100
100,95,0,Chebyshev,Random,4,0.8,$\pm$,0.4,0.53,$\pm$,0.5,18824,$\pm$,30248.68,1000.67,66.67
100,95,0,Chebyshev,Random,5,0.4,$\pm$,0.49,0.44,$\pm$,0.5,1207.6,$\pm$,690.53,68,100
100,95,0,Euclidean,Equal,1,0.6,$\pm$,0.49,0.59,$\pm$,0.62,105695.6,$\pm$,13188.27,3000,0
100,95,0,Euclidean,Equal,2,0.4,$\pm$,0.49,0.6,$\pm$,0.68,93974.3,$\pm$,5657.64,3000,0
100,95,0,Euclidean,Equal,3,0.2,$\pm$,0.4,0.6,$\pm$,0.65,99744.4,$\pm$,1458.73,3000,0
100,95,0,Euclidean,Equal,4,0.2,$\pm$,0.4,0.51,$\pm$,0.57,53611.7,$\pm$,25782.57,1960,66.67
100,95,0,Euclidean,Equal,5,0.2,$\pm$,0.4,0.54,$\pm$,0.67,93846.4,$\pm$,2323.77,3000,0
100,95,0,Euclidean,Random,1,0.4,$\pm$,0.49,0.38,$\pm$,0.49,125.4,$\pm$,26.54,7,100
100,95,0,Euclidean,Random,2,0.6,$\pm$,0.49,0.47,$\pm$,0.5,53425.1,$\pm$,27720.97,2342.33,22.22
100,95,0,Euclidean,Random,3,0.4,$\pm$,0.49,0.58,$\pm$,0.49,72647.6,$\pm$,116.22,3000,0
100,95,0,Euclidean,Random,4,0.4,$\pm$,0.49,0.44,$\pm$,0.5,3812.8,$\pm$,6359.81,217.33,100
100,95,0,Euclidean,Random,5,0.6,$\pm$,0.49,0.57,$\pm$,0.57,90874.2,$\pm$,459.48,3000,0
100,95,50,Chebyshev,Equal,1,0.8,$\pm$,0.4,0.62,$\pm$,0.53,162718.8,$\pm$,2434.1,3000,0
100,95,50,Chebyshev,Equal,2,0.4,$\pm$,0.49,0.67,$\pm$,0.5,155682.5,$\pm$,3567.18,3000,0
100,95,50,Chebyshev,Equal,3,0.8,$\pm$,0.4,0.62,$\pm$,0.53,133051.9,$\pm$,1315.52,3000,0
100,95,50,Chebyshev,Equal,4,0.4,$\pm$,0.49,0.67,$\pm$,0.5,181952,$\pm$,8786.88,3000,0
100,95,50,Chebyshev,Equal,5,0.2,$\pm$,0.4,0.59,$\pm$,0.51,134828.4,$\pm$,6327.63,3000,0
100,95,50,Chebyshev,Random,1,0.6,$\pm$,0.49,0.64,$\pm$,0.53,158550.6,$\pm$,3752.05,3000,0
100,95,50,Chebyshev,Random,2,0.4,$\pm$,0.49,0.54,$\pm$,0.5,134143.1,$\pm$,2329.94,3000,0
100,95,50,Chebyshev,Random,3,0.8,$\pm$,0.4,0.64,$\pm$,0.48,149948.5,$\pm$,1428.11,3000,0
100,95,50,Chebyshev,Random,4,0.6,$\pm$,0.49,0.67,$\pm$,0.49,184668.4,$\pm$,10755.83,3000,0
100,95,50,Chebyshev,Random,5,0.4,$\pm$,0.49,0.58,$\pm$,0.52,115342.2,$\pm$,2609.78,3000,0
100,95,50,Euclidean,Equal,1,0.4,$\pm$,0.49,0.62,$\pm$,0.52,125016,$\pm$,6916.99,3000,0
100,95,50,Euclidean,Equal,2,0.4,$\pm$,0.49,0.72,$\pm$,0.5,155836.2,$\pm$,4996.19,3000,0
100,95,50,Euclidean,Equal,3,0.4,$\pm$,0.49,0.79,$\pm$,0.49,175260,$\pm$,6773.73,3000,0
100,95,50,Euclidean,Equal,4,0.8,$\pm$,0.4,0.81,$\pm$,0.43,177742.1,$\pm$,3586.57,3000,0
100,95,50,Euclidean,Equal,5,0.6,$\pm$,0.49,0.73,$\pm$,0.52,185465.5,$\pm$,8774.97,3000,0
100,95,50,Euclidean,Random,1,0.2,$\pm$,0.4,0.74,$\pm$,0.47,183041.3,$\pm$,2257.53,3000,0
100,95,50,Euclidean,Random,2,0.8,$\pm$,0.4,0.65,$\pm$,0.49,144625.6,$\pm$,1421.63,3000,0
100,95,50,Euclidean,Random,3,1,$\pm$,0,0.78,$\pm$,0.51,183684.5,$\pm$,1250.38,3000,0
100,95,50,Euclidean,Random,4,0.8,$\pm$,0.4,0.53,$\pm$,0.53,114217.5,$\pm$,2278.51,3000,0
100,95,50,Euclidean,Random,5,0.6,$\pm$,0.49,0.63,$\pm$,0.51,144117,$\pm$,9234.89,3000,0
100,95,85,Chebyshev,Equal,1,0.2,$\pm$,0.4,0.42,$\pm$,0.49,40631.1,$\pm$,13429.56,2684.44,11.11
100,95,85,Chebyshev,Equal,2,0.8,$\pm$,0.4,0.4,$\pm$,0.49,44018.2,$\pm$,782.37,3000,0
100,95,85,Chebyshev,Equal,3,0.2,$\pm$,0.4,0.49,$\pm$,0.5,49559.3,$\pm$,319.46,3000,0
100,95,85,Chebyshev,Equal,4,0.8,$\pm$,0.75,0.48,$\pm$,0.5,54508.8,$\pm$,582.19,3000,0
100,95,85,Chebyshev,Equal,5,0.6,$\pm$,0.49,0.46,$\pm$,0.5,38690.5,$\pm$,276.69,3000,0
100,95,85,Chebyshev,Random,1,0.2,$\pm$,0.4,0.37,$\pm$,0.48,34976.7,$\pm$,468.1,3000,0
100,95,85,Chebyshev,Random,2,0.4,$\pm$,0.49,0.38,$\pm$,0.5,52155.9,$\pm$,548.75,3000,0
100,95,85,Chebyshev,Random,3,0.2,$\pm$,0.4,0.36,$\pm$,0.48,41361,$\pm$,79.59,3000,0
100,95,85,Chebyshev,Random,4,0.4,$\pm$,0.49,0.46,$\pm$,0.5,45351.2,$\pm$,248.52,3000,0
100,95,85,Chebyshev,Random,5,0.8,$\pm$,0.4,0.39,$\pm$,0.49,44969.4,$\pm$,869.25,3000,0
100,95,85,Euclidean,Equal,1,0.6,$\pm$,0.49,0.43,$\pm$,0.49,48324.6,$\pm$,1412.33,3000,0
100,95,85,Euclidean,Equal,2,0.8,$\pm$,0.75,0.48,$\pm$,0.5,44956.5,$\pm$,741.78,3000,0
100,95,85,Euclidean,Equal,3,0,$\pm$,0,0.5,$\pm$,0.5,46077.9,$\pm$,262.74,3000,0
100,95,85,Euclidean,Equal,4,0.8,$\pm$,0.4,0.53,$\pm$,0.51,50527.4,$\pm$,524.41,3000,0
100,95,85,Euclidean,Equal,5,0.4,$\pm$,0.49,0.47,$\pm$,0.51,48457.7,$\pm$,449.8,3000,0
100,95,85,Euclidean,Random,1,0.6,$\pm$,0.49,0.56,$\pm$,0.53,45780.2,$\pm$,480.35,3000,0
100,95,85,Euclidean,Random,2,0.6,$\pm$,0.49,0.43,$\pm$,0.5,45652.1,$\pm$,919.38,3000,0
100,95,85,Euclidean,Random,3,0.4,$\pm$,0.49,0.4,$\pm$,0.49,35897.1,$\pm$,319.03,3000,0
100,95,85,Euclidean,Random,4,0.2,$\pm$,0.4,0.43,$\pm$,0.5,48810.8,$\pm$,335.79,3000,0
100,95,85,Euclidean,Random,5,0.4,$\pm$,0.49,0.42,$\pm$,0.49,47200.1,$\pm$,1205.47,3000,0
400,50,0,Chebyshev,Equal,1,10,$\pm$,1.1,26.16,$\pm$,75.21,1323151.4,$\pm$,474700.6,3000,0
400,50,0,Chebyshev,Equal,2,9.2,$\pm$,1.17,25.75,$\pm$,75.87,2720487.5,$\pm$,374746.2,3000,0
400,50,0,Chebyshev,Equal,3,10.2,$\pm$,1.6,26.09,$\pm$,75.33,2728016.7,$\pm$,55566.2,3000,0
400,50,0,Chebyshev,Equal,4,13.2,$\pm$,1.33,30.39,$\pm$,79.78,1458127.9,$\pm$,1328462.2,3000,0
400,50,0,Chebyshev,Equal,5,10.6,$\pm$,0.49,26.67,$\pm$,81.08,3651929.9,$\pm$,277927.0,3000,0
400,50,0,Chebyshev,Random,1,5.8,$\pm$,0.98,6.53,$\pm$,1.17,1356.3,$\pm$,158.9,1,100
400,50,0,Chebyshev,Random,2,6.8,$\pm$,1.33,6.95,$\pm$,1.38,3994.4,$\pm$,838.1,5.11,100
400,50,0,Chebyshev,Random,3,6.4,$\pm$,0.49,6.8,$\pm$,1.24,1331.6,$\pm$,148.4,1,100
400,50,0,Chebyshev,Random,4,6,$\pm$,0.89,6.46,$\pm$,1.13,1331.3,$\pm$,132.0,1,100
400,50,0,Chebyshev,Random,5,5.8,$\pm$,0.75,6.87,$\pm$,1.53,1328.1,$\pm$,159.5,1,100
400,50,0,Euclidean,Equal,1,12.8,$\pm$,1.6,26.81,$\pm$,77.8,131506.5,$\pm$,98023.1,90,100
400,50,0,Euclidean,Equal,2,12.2,$\pm$,1.17,30.73,$\pm$,80.49,2326232.8,$\pm$,1469121.2,3000,0
400,50,0,Euclidean,Equal,3,9.6,$\pm$,1.2,26.78,$\pm$,83.77,2244047.3,$\pm$,1404479.0,3000,0
400,50,0,Euclidean,Equal,4,13.6,$\pm$,2.15,29.84,$\pm$,79.52,2780442.8,$\pm$,1182456.7,3000,0
400,50,0,Euclidean,Equal,5,11.8,$\pm$,1.17,28.81,$\pm$,78.2,3252891.8,$\pm$,895873.2,3000,0
400,50,0,Euclidean,Random,1,6.4,$\pm$,0.8,6.43,$\pm$,1.11,1405.0,$\pm$,59.8,1,100
400,50,0,Euclidean,Random,2,5.6,$\pm$,0.49,6.47,$\pm$,1.09,1370.6,$\pm$,93.0,1,100
400,50,0,Euclidean,Random,3,5.6,$\pm$,1.02,6.67,$\pm$,1.12,1396.1,$\pm$,53.9,1,100
400,50,0,Euclidean,Random,4,5,$\pm$,0.63,6.71,$\pm$,1.03,1351.7,$\pm$,59.4,1,100
400,50,0,Euclidean,Random,5,5.8,$\pm$,0.75,6.6,$\pm$,1.25,1392.0,$\pm$,65.1,1,100
400,50,50,Chebyshev,Equal,1,33.6,$\pm$,2.87,37.77,$\pm$,28.33,1454118.5,$\pm$,1597837.5,3000,0
400,50,50,Chebyshev,Equal,2,37.4,$\pm$,4.32,42.16,$\pm$,28.11,2334154.5,$\pm$,1829278.0,3000,0
400,50,50,Chebyshev,Equal,3,34.2,$\pm$,2.32,40.41,$\pm$,30.43,3075384.5,$\pm$,1590446.4,3000,0
400,50,50,Chebyshev,Equal,4,36.6,$\pm$,5.12,44.97,$\pm$,28.6,1822401.5,$\pm$,1065841.7,3000,0
400,50,50,Chebyshev,Equal,5,37.8,$\pm$,2.79,40.83,$\pm$,29.09,2692672.3,$\pm$,1518363.7,3000,0
400,50,50,Chebyshev,Random,1,7.2,$\pm$,1.17,8.7,$\pm$,2.48,2633039.8,$\pm$,564942.0,3000,0
400,50,50,Chebyshev,Random,2,7.8,$\pm$,0.75,8.83,$\pm$,3.32,2775784.3,$\pm$,594877.2,3000,0
400,50,50,Chebyshev,Random,3,11.2,$\pm$,0.75,14.33,$\pm$,7.05,1391460.0,$\pm$,1220977.0,3000,0
400,50,50,Chebyshev,Random,4,12.6,$\pm$,1.36,14.85,$\pm$,7.9,1807725.3,$\pm$,1292363.2,3000,0
400,50,50,Chebyshev,Random,5,8,$\pm$,0.89,9.26,$\pm$,3.6,2768956.8,$\pm$,553361.6,3000,0
400,50,50,Euclidean,Equal,1,29.8,$\pm$,1.72,30.74,$\pm$,26.35,2043891.8,$\pm$,1676518.8,3000,0
400,50,50,Euclidean,Equal,2,36.8,$\pm$,3.19,35.74,$\pm$,28.42,1128670.5,$\pm$,1293392.4,3000,0
400,50,50,Euclidean,Equal,3,26.8,$\pm$,2.23,30.75,$\pm$,25.28,910095.0,$\pm$,1054834.9,3000,0
400,50,50,Euclidean,Equal,4,27.6,$\pm$,1.85,31.51,$\pm$,25.72,1114025.8,$\pm$,1456835.5,3000,0
400,50,50,Euclidean,Equal,5,34.8,$\pm$,2.93,36.74,$\pm$,27.83,2763512.3,$\pm$,1722375.2,3000,0
400,50,50,Euclidean,Random,1,9.4,$\pm$,1.02,8.92,$\pm$,2.28,2182099.5,$\pm$,1504273.0,2250.25,25
400,50,50,Euclidean,Random,2,9,$\pm$,0.63,11.04,$\pm$,4.29,3073421.5,$\pm$,1784164.2,3000,0
400,50,50,Euclidean,Random,3,12,$\pm$,1.26,14.29,$\pm$,5.83,2069461.0,$\pm$,1326898.0,3000,0
400,50,50,Euclidean,Random,4,7.8,$\pm$,0.75,8.98,$\pm$,3.34,2792932.3,$\pm$,418701.0,3000,0
400,50,50,Euclidean,Random,5,11,$\pm$,1.41,12.98,$\pm$,5,1545601.0,$\pm$,784078.1,3000,0
400,50,85,Chebyshev,Equal,1,13.2,$\pm$,2.14,8.7,$\pm$,3.65,2646210.5,$\pm$,380380.1,3000,0
400,50,85,Chebyshev,Equal,2,12.2,$\pm$,0.75,10.36,$\pm$,3.35,1369959.3,$\pm$,1495257.1,3000,0
400,50,85,Chebyshev,Equal,3,12.6,$\pm$,1.62,10.39,$\pm$,4.08,1900223.3,$\pm$,2068889.8,3000,0
400,50,85,Chebyshev,Equal,4,12.4,$\pm$,1.62,9.62,$\pm$,3.87,3544656.8,$\pm$,549402.8,3000,0
400,50,85,Chebyshev,Equal,5,13,$\pm$,1.41,10.18,$\pm$,3.51,1166637.3,$\pm$,1571504.3,3000,0
400,50,85,Chebyshev,Random,1,9,$\pm$,1.1,8.67,$\pm$,1.8,2616010.5,$\pm$,468066.7,3000,0
400,50,85,Chebyshev,Random,2,7.4,$\pm$,0.8,7.91,$\pm$,1.72,2170050.0,$\pm$,406220.0,3000,0
400,50,85,Chebyshev,Random,3,9.2,$\pm$,0.75,8.65,$\pm$,2.33,2766686.0,$\pm$,876667.2,3000,0
400,50,85,Chebyshev,Random,4,7.6,$\pm$,1.02,8.12,$\pm$,1.63,2393923.0,$\pm$,377021.4,3000,0
400,50,85,Chebyshev,Random,5,7,$\pm$,0.89,6.52,$\pm$,1.46,1394023.3,$\pm$,220291.8,3000,0
400,50,85,Euclidean,Equal,1,14.4,$\pm$,1.36,10.71,$\pm$,4.08,1302482.8,$\pm$,198622.1,3000,0
400,50,85,Euclidean,Equal,2,14,$\pm$,1.26,11.06,$\pm$,3.92,959778.3,$\pm$,131471.3,3000,0
400,50,85,Euclidean,Equal,3,14.4,$\pm$,1.2,11.32,$\pm$,3.88,1351307.0,$\pm$,270797.3,3000,0
400,50,85,Euclidean,Equal,4,13.2,$\pm$,1.6,10.71,$\pm$,3.59,1281272.5,$\pm$,182240.4,3000,0
400,50,85,Euclidean,Equal,5,13.6,$\pm$,1.2,10.41,$\pm$,3.87,974694.4,$\pm$,203383.3,3000,0
400,50,85,Euclidean,Random,1,7.6,$\pm$,0.49,7.72,$\pm$,1.54,2041428.8,$\pm$,350694.3,3000,0
400,50,85,Euclidean,Random,2,7.4,$\pm$,1.02,8.09,$\pm$,1.41,2527536.5,$\pm$,397172.0,3000,0
400,50,85,Euclidean,Random,3,9.4,$\pm$,1.74,8.41,$\pm$,1.89,2530883.0,$\pm$,447332.7,3000,0
400,50,85,Euclidean,Random,4,7.6,$\pm$,2.33,7.33,$\pm$,1.35,1963607.8,$\pm$,329866.0,3000,0
400,50,85,Euclidean,Random,5,6.6,$\pm$,0.8,7.36,$\pm$,1.21,2137531.5,$\pm$,383486.8,3000,0
400,80,0,Chebyshev,Equal,1,11,$\pm$,1.26,28.12,$\pm$,82.78,1454642.0,$\pm$,1435965.7,3000,0
400,80,0,Chebyshev,Equal,2,10,$\pm$,1.1,26.1,$\pm$,82.06,1543837.8,$\pm$,1338333.5,3000,0
400,80,0,Chebyshev,Equal,3,9,$\pm$,1.1,25.8,$\pm$,83.48,1059886.0,$\pm$,1473113.0,3000,0
400,80,0,Chebyshev,Equal,4,13.8,$\pm$,1.6,30.8,$\pm$,85.21,2526089.0,$\pm$,1123743.2,3000,0
400,80,0,Chebyshev,Equal,5,8.4,$\pm$,0.8,25.21,$\pm$,82.88,3675972.8,$\pm$,631955.1,3000,0
400,80,0,Chebyshev,Random,1,5,$\pm$,0.63,6.38,$\pm$,1.19,1216.2,$\pm$,63.5,1,100
400,80,0,Chebyshev,Random,2,7,$\pm$,2,6.41,$\pm$,1.34,1267.7,$\pm$,53.9,1,100
400,80,0,Chebyshev,Random,3,5.6,$\pm$,0.8,6.07,$\pm$,1.09,1096.9,$\pm$,59.7,1,100
400,80,0,Chebyshev,Random,4,5.8,$\pm$,0.75,5.95,$\pm$,0.96,1069.0,$\pm$,51.8,1,100
400,80,0,Chebyshev,Random,5,5.2,$\pm$,0.4,6.17,$\pm$,1.2,1051.6,$\pm$,76.6,1,100
400,80,0,Euclidean,Equal,1,8.6,$\pm$,1.02,24.83,$\pm$,81.61,2927591.3,$\pm$,1877794.7,3000,0
400,80,0,Euclidean,Equal,2,8.8,$\pm$,1.17,26.43,$\pm$,88.94,3712964.8,$\pm$,620028.8,3000,0
400,80,0,Euclidean,Equal,3,10,$\pm$,1.67,27.42,$\pm$,86.57,1231490.8,$\pm$,1328466.4,3000,0
400,80,0,Euclidean,Equal,4,13,$\pm$,1.26,30.09,$\pm$,87.45,2486751.5,$\pm$,1227733.0,3000,0
400,80,0,Euclidean,Equal,5,10.4,$\pm$,2.06,25.64,$\pm$,80.52,1764852.5,$\pm$,1545750.3,3000,0
400,80,0,Euclidean,Random,1,5.4,$\pm$,1.02,6.08,$\pm$,1.05,1098.5,$\pm$,78.1,1,100
400,80,0,Euclidean,Random,2,5.8,$\pm$,0.75,6.36,$\pm$,1.11,513446.8,$\pm$,824700.6,1000.67,70
400,80,0,Euclidean,Random,3,5.2,$\pm$,0.98,5.9,$\pm$,0.98,1022.4,$\pm$,34.4,1,100
400,80,0,Euclidean,Random,4,6,$\pm$,0.89,6.44,$\pm$,1.19,1295.4,$\pm$,29.7,1,100
400,80,0,Euclidean,Random,5,5.2,$\pm$,0.4,6.05,$\pm$,0.94,1087.9,$\pm$,52.0,1,100
400,80,50,Chebyshev,Equal,1,39.4,$\pm$,3.83,46.4,$\pm$,32.4,1555816.0,$\pm$,1208300.0,3000,0
