Size,U \%,O \%,D,FO,Instance,RT,,SD,RT,,SD,RT,,SD,gen,conv
400,80,50,Chebyshev,Equal,2,40.4,$\pm$,4.76,44.29,$\pm$,30.76,1990727.0,$\pm$,760630.3,3000,0
400,80,50,Chebyshev,Equal,3,37,$\pm$,4.2,42.33,$\pm$,30.68,2681456.0,$\pm$,1588908.3,3000,0
400,80,50,Chebyshev,Equal,4,33,$\pm$,1.9,37.49,$\pm$,29.48,1645919.8,$\pm$,1577114.6,3000,0
400,80,50,Chebyshev,Equal,5,41.6,$\pm$,1.62,47.69,$\pm$,32.11,2681252.0,$\pm$,1520349.0,3000,0
400,80,50,Chebyshev,Random,1,25.4,$\pm$,4.67,28.8,$\pm$,16.48,3188719.7,$\pm$,631850.1,3000,0
400,80,50,Chebyshev,Random,2,20,$\pm$,1.79,22.81,$\pm$,14.58,2043058.3,$\pm$,1700942.0,3000,0
400,80,50,Chebyshev,Random,3,18.4,$\pm$,2.87,22.03,$\pm$,13.57,1781072.7,$\pm$,1302962.5,3000,0
400,80,50,Chebyshev,Random,4,24.8,$\pm$,4.12,25.88,$\pm$,14.51,3648393.0,$\pm$,575851.2,3000,0
400,80,50,Chebyshev,Random,5,27.4,$\pm$,1.74,29.33,$\pm$,17.94,2364417.3,$\pm$,100390.8,3000,0
400,80,50,Euclidean,Equal,1,34.2,$\pm$,3.71,35.6,$\pm$,29.9,3041528.2,$\pm$,517314.5,3000,0
400,80,50,Euclidean,Equal,2,39.8,$\pm$,2.93,43.49,$\pm$,29.53,2308208.8,$\pm$,2004971.2,3000,0
400,80,50,Euclidean,Equal,3,37.8,$\pm$,1.94,40.51,$\pm$,30.79,2301131.8,$\pm$,1369928.7,3000,0
400,80,50,Euclidean,Equal,4,35.6,$\pm$,3.72,35.43,$\pm$,28.6,2739328.5,$\pm$,1847717.8,3000,0
400,80,50,Euclidean,Equal,5,43.6,$\pm$,3.26,46.76,$\pm$,31.43,2616267.5,$\pm$,1655013.3,3000,0
400,80,50,Euclidean,Random,1,20.2,$\pm$,3.12,21.97,$\pm$,15.02,2243298.0,$\pm$,409648.3,3000,0
400,80,50,Euclidean,Random,2,13.2,$\pm$,2.14,16.43,$\pm$,9.82,3525597.5,$\pm$,264999.0,3000,0
400,80,50,Euclidean,Random,3,20.8,$\pm$,1.47,24.84,$\pm$,14.47,746709.3,$\pm$,273976.7,3000,0
400,80,50,Euclidean,Random,4,18.4,$\pm$,1.5,22.63,$\pm$,12.5,2766601.3,$\pm$,1722309.0,3000,0
400,80,50,Euclidean,Random,5,18.6,$\pm$,2.06,19.14,$\pm$,9.55,1897820.0,$\pm$,1205408.5,3000,0
400,80,85,Chebyshev,Equal,1,12.8,$\pm$,1.17,9.57,$\pm$,3.76,93679.3,$\pm$,116830.1,3000,0
400,80,85,Chebyshev,Equal,2,14,$\pm$,1.1,13.29,$\pm$,3.92,1148718.8,$\pm$,387460.8,3000,0
400,80,85,Chebyshev,Equal,3,13.4,$\pm$,1.36,10.59,$\pm$,4.23,630314.5,$\pm$,288098.8,3000,0
400,80,85,Chebyshev,Equal,4,13.2,$\pm$,1.47,9.62,$\pm$,3.71,3697022.0,$\pm$,201333.7,3000,0
400,80,85,Chebyshev,Equal,5,14.6,$\pm$,2.24,10.09,$\pm$,3.71,2224252.5,$\pm$,2349648.2,3000,0
400,80,85,Chebyshev,Random,1,11.8,$\pm$,1.33,9.74,$\pm$,3,3052702.8,$\pm$,1893019.8,3000,0
400,80,85,Chebyshev,Random,2,12.4,$\pm$,1.02,10.8,$\pm$,3.21,1244989.3,$\pm$,2002854.4,3000,0
400,80,85,Chebyshev,Random,3,11,$\pm$,1.1,9.62,$\pm$,2.95,3474382.0,$\pm$,113474.7,3000,0
400,80,85,Chebyshev,Random,4,11.8,$\pm$,1.47,9.68,$\pm$,2.67,3112329.3,$\pm$,1981205.5,3000,0
400,80,85,Chebyshev,Random,5,10.8,$\pm$,1.33,9.28,$\pm$,2.55,3843424.0,$\pm$,129784.2,3000,0
400,80,85,Euclidean,Equal,1,14,$\pm$,2.1,10.35,$\pm$,4.59,557473.3,$\pm$,189814.5,3000,0
400,80,85,Euclidean,Equal,2,13,$\pm$,1.1,9.83,$\pm$,4.1,2042605.8,$\pm$,2294584.1,3000,0
400,80,85,Euclidean,Equal,3,14.4,$\pm$,1.62,10.46,$\pm$,3.94,632101.8,$\pm$,221535.6,3000,0
400,80,85,Euclidean,Equal,4,13,$\pm$,0.63,10.09,$\pm$,4.32,259168.0,$\pm$,167949.8,3000,0
400,80,85,Euclidean,Equal,5,11,$\pm$,0.63,8.46,$\pm$,2.95,422356.0,$\pm$,202693.6,3000,0
400,80,85,Euclidean,Random,1,10,$\pm$,0.63,9.17,$\pm$,2.3,1315590.8,$\pm$,1980054.8,3000,0
400,80,85,Euclidean,Random,2,9.4,$\pm$,0.8,8.42,$\pm$,2.03,3892321.8,$\pm$,202075.2,3000,0
400,80,85,Euclidean,Random,3,9,$\pm$,0.63,7.74,$\pm$,2.03,3331993.8,$\pm$,243311.8,3000,0
400,80,85,Euclidean,Random,4,10,$\pm$,1.1,8.08,$\pm$,2.37,3829117.0,$\pm$,222612.9,3000,0
400,80,85,Euclidean,Random,5,9.6,$\pm$,1.36,8.16,$\pm$,2.28,1508325.3,$\pm$,2309374.3,3000,0
400,95,0,Chebyshev,Equal,1,6,$\pm$,0.63,10.91,$\pm$,24.02,1778424.3,$\pm$,94022.5,3000,0
400,95,0,Chebyshev,Equal,2,5.8,$\pm$,0.98,10.25,$\pm$,23.14,1619702.0,$\pm$,105737.4,3000,0
400,95,0,Chebyshev,Equal,3,5.6,$\pm$,0.49,10.57,$\pm$,24.39,1556592.8,$\pm$,269320.6,3000,0
400,95,0,Chebyshev,Equal,4,6.4,$\pm$,1.36,10.86,$\pm$,24.67,1694989.8,$\pm$,162469.9,3000,0
400,95,0,Chebyshev,Equal,5,5.4,$\pm$,0.8,10.43,$\pm$,24.23,1276560.8,$\pm$,188751.4,3000,0
400,95,0,Chebyshev,Random,1,5,$\pm$,0.63,4.84,$\pm$,1.2,100425.9,$\pm$,117172.4,430.33,100
400,95,0,Chebyshev,Random,2,4.8,$\pm$,0.4,5.88,$\pm$,3.38,998462.9,$\pm$,100782.2,3000,0
400,95,0,Chebyshev,Random,3,4.2,$\pm$,0.4,4.74,$\pm$,0.89,417.3,$\pm$,25.6,1,100
400,95,0,Chebyshev,Random,4,4.8,$\pm$,0.75,5.05,$\pm$,0.99,436299.9,$\pm$,335363.2,1769.22,40
400,95,0,Chebyshev,Random,5,4.4,$\pm$,0.49,4.87,$\pm$,0.77,473.5,$\pm$,24.7,1,100
400,95,0,Euclidean,Equal,1,6,$\pm$,0,10.64,$\pm$,23.59,1310820.3,$\pm$,112883.9,3000,0
400,95,0,Euclidean,Equal,2,5.6,$\pm$,0.8,10.5,$\pm$,23.99,1345752.5,$\pm$,106891.2,3000,0
400,95,0,Euclidean,Equal,3,6.8,$\pm$,1.33,11.4,$\pm$,23.84,2070796.3,$\pm$,259156.8,3000,0
400,95,0,Euclidean,Equal,4,5.4,$\pm$,0.49,9.83,$\pm$,22.62,1493292.3,$\pm$,148517.0,3000,0
400,95,0,Euclidean,Equal,5,5.4,$\pm$,0.8,10.56,$\pm$,24.7,1685098.5,$\pm$,140420.8,3000,0
400,95,0,Euclidean,Random,1,4.4,$\pm$,0.8,4.53,$\pm$,0.77,131131.7,$\pm$,275508.1,667.44,80
400,95,0,Euclidean,Random,2,4.2,$\pm$,0.4,4.77,$\pm$,1.16,149653.4,$\pm$,310928.4,671.89,80
400,95,0,Euclidean,Random,3,4.6,$\pm$,0.8,4.93,$\pm$,1.66,565070.6,$\pm$,389696.4,2002.44,30
400,95,0,Euclidean,Random,4,4.6,$\pm$,0.49,4.4,$\pm$,0.7,421.9,$\pm$,62.7,1,100
400,95,0,Euclidean,Random,5,4.4,$\pm$,0.49,4.8,$\pm$,1.19,731213.3,$\pm$,259233.9,2667.11,10
400,95,50,Chebyshev,Equal,1,13,$\pm$,1.55,14.33,$\pm$,8.45,1800988.5,$\pm$,1809622.0,3000,0
400,95,50,Chebyshev,Equal,2,12.4,$\pm$,0.8,14.57,$\pm$,9.64,1956231.5,$\pm$,1730035.3,3000,0
400,95,50,Chebyshev,Equal,3,13.6,$\pm$,0.8,15.17,$\pm$,8.36,2880494.5,$\pm$,1603058.3,3000,0
400,95,50,Chebyshev,Equal,4,14.8,$\pm$,1.17,16.39,$\pm$,9.54,1194471.8,$\pm$,350662.4,3000,0
400,95,50,Chebyshev,Equal,5,13.4,$\pm$,1.02,15.66,$\pm$,8.65,1234579.0,$\pm$,348824.8,3000,0
400,95,50,Chebyshev,Random,1,9.6,$\pm$,0.8,10.34,$\pm$,5.45,1442810.8,$\pm$,1782111.7,3000,0
400,95,50,Chebyshev,Random,2,13,$\pm$,4.05,13.35,$\pm$,7.77,2546379.3,$\pm$,702276.1,3000,0
400,95,50,Chebyshev,Random,3,11.2,$\pm$,0.98,12.91,$\pm$,6.54,2668570.8,$\pm$,608560.4,3000,0
400,95,50,Chebyshev,Random,4,12.2,$\pm$,1.6,13.84,$\pm$,6.65,3305281.0,$\pm$,570885.1,3000,0
400,95,50,Chebyshev,Random,5,10,$\pm$,0.63,11.71,$\pm$,6.17,1651865.8,$\pm$,322503.4,3000,0
400,95,50,Euclidean,Equal,1,12.6,$\pm$,0.49,14.57,$\pm$,8.39,2189969.5,$\pm$,2167096.0,3000,0
400,95,50,Euclidean,Equal,2,11.6,$\pm$,0.8,12.71,$\pm$,8.67,2641116.5,$\pm$,378760.3,3000,0
400,95,50,Euclidean,Equal,3,12.4,$\pm$,0.8,13.76,$\pm$,8.42,3880724.0,$\pm$,242249.1,3000,0
400,95,50,Euclidean,Equal,4,12.2,$\pm$,0.75,14,$\pm$,8.46,3565077.5,$\pm$,277018.4,3000,0
400,95,50,Euclidean,Equal,5,14.6,$\pm$,1.36,16.62,$\pm$,9.59,1380435.0,$\pm$,270034.6,3000,0
400,95,50,Euclidean,Random,1,14.6,$\pm$,2.42,17.34,$\pm$,11.34,2711758.5,$\pm$,1723330.8,3000,0
400,95,50,Euclidean,Random,2,13,$\pm$,2.61,13.93,$\pm$,9.9,1948051.3,$\pm$,357159.9,3000,0
400,95,50,Euclidean,Random,3,15.4,$\pm$,2.87,16.56,$\pm$,9.39,2025134.5,$\pm$,2145104.5,3000,0
400,95,50,Euclidean,Random,4,18.2,$\pm$,2.14,21.46,$\pm$,11.97,1898315.5,$\pm$,834375.5,3000,0
400,95,50,Euclidean,Random,5,17.2,$\pm$,0.75,21.13,$\pm$,14.55,3308373.8,$\pm$,646205.3,3000,0
400,95,85,Chebyshev,Equal,1,9,$\pm$,0.63,8.62,$\pm$,3.42,1772176.3,$\pm$,152876.4,3000,0
400,95,85,Chebyshev,Equal,2,7,$\pm$,6.03,7.11,$\pm$,6.87,1526094.8,$\pm$,96657.7,3000,0
400,95,85,Chebyshev,Equal,3,16,$\pm$,0,7.82,$\pm$,7.89,1714013.3,$\pm$,89796.4,3000,0
400,95,85,Chebyshev,Equal,4,3.2,$\pm$,6.4,5.47,$\pm$,7.47,1638555.0,$\pm$,86079.6,3000,0
400,95,85,Chebyshev,Equal,5,9.6,$\pm$,7.84,6.06,$\pm$,7.63,1728984.3,$\pm$,94663.4,3000,0
400,95,85,Chebyshev,Random,1,6.2,$\pm$,7.6,5.84,$\pm$,7.6,1585437.7,$\pm$,96904.9,3000,0
400,95,85,Chebyshev,Random,2,9.4,$\pm$,7.68,6.77,$\pm$,7.73,1767492.7,$\pm$,115165.7,3000,0
400,95,85,Chebyshev,Random,3,3.2,$\pm$,6.4,5.59,$\pm$,7.51,1783430.0,$\pm$,62966.1,3000,0
400,95,85,Chebyshev,Random,4,0,$\pm$,0,6.65,$\pm$,7.77,1367857.0,$\pm$,49392.5,3000,0
400,95,85,Chebyshev,Random,5,6.2,$\pm$,7.6,6.63,$\pm$,7.69,1606670.3,$\pm$,97466.7,3000,0
400,95,85,Euclidean,Equal,1,9.4,$\pm$,7.68,7.53,$\pm$,7.74,1777382.3,$\pm$,96603.1,3000,0
400,95,85,Euclidean,Equal,2,6.4,$\pm$,7.84,6.21,$\pm$,7.68,1905841.7,$\pm$,158947.0,3000,0
400,95,85,Euclidean,Equal,3,12.4,$\pm$,6.22,7,$\pm$,7.75,1984181.7,$\pm$,111160.9,3000,0
400,95,85,Euclidean,Equal,4,9.2,$\pm$,7.52,5.98,$\pm$,7.82,1757406.3,$\pm$,107605.3,3000,0
400,95,85,Euclidean,Equal,5,6.2,$\pm$,7.6,5.73,$\pm$,7.57,1692303.7,$\pm$,93710.9,3000,0
400,95,85,Euclidean,Random,1,12.4,$\pm$,6.22,6.91,$\pm$,7.78,1832559.7,$\pm$,61829.0,3000,0
400,95,85,Euclidean,Random,2,6.2,$\pm$,7.6,6.63,$\pm$,7.68,1683179.3,$\pm$,56084.6,3000,0
400,95,85,Euclidean,Random,3,6.4,$\pm$,7.84,8.42,$\pm$,7.74,1523896.0,$\pm$,60570.2,3000,0
400,95,85,Euclidean,Random,4,9.4,$\pm$,7.68,6.62,$\pm$,7.69,1393961.0,$\pm$,65072.0,3000,0
400,95,85,Euclidean,Random,5,9.4,$\pm$,7.68,6.65,$\pm$,7.72,1677198.3,$\pm$,68794.5,3000,0
