Scenario,Fitness,Time (ms),Best Generation,Seed,p,pe,pm,rhoe,K,MAX_GENS,X_INTVL,X_NUMBER
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,11879,92,1208029444,96,0.5025,0.279,0.3583,2,1629,127,3
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,2241,437,1208029444,27,0.4455,0.4028,0.3804,4,493,84,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,12098.1,238,106,1208029444,16,0.8349,0.0351,0.0452,2,470,53,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,10362,13,1208029444,70,0.347,0.067,0.7051,2,1495,46,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,1887,134,1208029444,79,0.1301,0.4124,0.5019,1,371,243,3
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,26111,315,1208029444,90,0.2423,0.6923,0.4046,4,1307,71,5
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,12071.3,1693,177,1208029444,52,0.389,0.5036,0.9403,1,713,85,5
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,2244,130,1208029444,70,0.5647,0.2246,0.3024,4,234,160,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,957,132,1208029444,23,0.4419,0.1796,0.854,2,477,138,3
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,9662,158,1208029444,81,0.1237,0.7648,0.3439,4,470,235,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,23684,5,1208029444,64,0.1414,0.1933,0.5582,2,2905,132,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,6137,42,1208029444,83,0.2093,0.3611,0.132,3,422,106,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,38409,18,1208029444,87,0.1481,0.0526,0.4745,3,2283,207,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,17521,560,1208029444,98,0.4275,0.3389,0.1167,2,2053,57,3
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,2534,989,1208029444,73,0.948,0.0269,0.2607,2,2531,91,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,23899,73,1208029444,75,0.2929,0.3413,0.5481,2,2959,241,3
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,12098.1,2398,3,1208029444,29,0.5654,0.0216,0.4556,1,2373,42,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,5913,289,1208029444,46,0.2328,0.4656,0.0183,2,1127,167,5
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,27467,3,1849926590,30,0.2,0.3,0.5,3,3000,100,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,21920,5,1849926590,37,0.3116,0.3102,0.0577,4,1763,245,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,14546,16,1849926590,62,0.2934,0.1355,0.2338,4,632,71,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,10563,11,1849926590,29,0.1473,0.4348,0.5186,2,1712,135,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,71234,1,1849926590,100,0.1325,0.1998,0.3985,3,2091,60,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,96795,3,1849926590,94,0.1949,0.2365,0.7405,4,2424,294,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,33721,1,1849926590,78,0.2138,0.409,0.8387,4,1064,152,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,6858,177,1849926590,38,0.2456,0.1038,0.1325,1,1835,289,5
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,55512,15,1849926590,69,0.2661,0.4197,0.6669,3,2929,50,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,28579,4,1849926590,88,0.7763,0.1921,0.8726,4,2830,142,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,9564,3,1849926590,94,0.2847,0.2709,0.3495,1,1107,48,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,32320,14,1849926590,92,0.2171,0.5789,0.5726,2,1831,286,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,91408,1,1849926590,95,0.3167,0.338,0.7139,4,2791,139,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,12639,12,1849926590,35,0.4635,0.1965,0.3569,2,2611,53,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,7217,30,1849926590,35,0.4836,0.4964,0.948,3,1058,288,5
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,21909,18,1849926590,81,0.2863,0.61,0.97,2,1581,134,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,28765,22,1849926590,90,0.4836,0.2947,0.97,4,1220,248,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,12848,46,1849926590,50,0.2408,0.0876,0.0576,1,2709,140,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,14742,8,1849926590,78,0.7144,0.223,0.822,2,2595,238,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,12940,7,1849926590,74,0.1671,0.4346,0.8296,2,841,209,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,48675,5,1849926590,85,0.2506,0.4916,0.7927,4,1543,266,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,32687,1,1849926590,97,0.4181,0.2808,0.7592,4,1133,261,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,4407,2,1849926590,65,0.2085,0.3732,0.68,3,223,157,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,11126,22,1849926590,77,0.0537,0.7183,0.8465,1,1232,60,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,17921,8,1849926590,54,0.5328,0.296,0.1265,3,1891,291,5
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,18346,7,1849926590,44,0.1945,0.4354,0.8403,2,2011,54,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,44754,2,1849926590,69,0.4847,0.1194,0.483,4,2361,249,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,17278,7,1849926590,87,0.2292,0.4235,0.6334,2,1017,262,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,14242,6,1849926590,65,0.2013,0.5449,0.9235,1,2199,62,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,15273,3,1849926590,55,0.4666,0.4655,0.5675,4,1066,298,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,19336,9,1849926590,53,0.1836,0.3283,0.5271,2,1757,173,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,20427,30,1849926590,78,0.2489,0.1071,0.7368,1,2682,77,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,9841,49,1849926590,49,0.1595,0.431,0.4792,1,1912,30,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,50936,41,1849926590,98,0.4007,0.5025,0.096,3,2441,180,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,23198,35,1849926590,68,0.3533,0.1004,0.2091,2,1996,270,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,43678,5,1849926590,54,0.1916,0.379,0.6816,4,1959,97,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,26600,1,1849926590,83,0.1593,0.3364,0.1715,3,1028,274,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,49981,12,1849926590,79,0.3183,0.2546,0.6415,4,1817,111,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,27140,19,1849926590,61,0.534,0.4495,0.614,3,2628,42,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,12980,36,1849926590,64,0.7969,0.0938,0.6603,4,1864,252,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,19485,6,1849926590,96,0.5025,0.279,0.3583,2,1629,127,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,18114,49,1849926590,70,0.347,0.067,0.7051,2,1495,46,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,42640,3,1849926590,90,0.2423,0.6923,0.4046,4,1307,71,5
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDeuclideanUDequalFOrandomR0.csv,46.9866,40270,5,1849926590,75,0.2929,0.3413,0.5481,2,2959,241,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,65594,33,1018447471,30,0.2,0.3,0.5,3,3000,100,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,34237,187,1018447471,37,0.3116,0.3102,0.0577,4,1763,245,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,32863,102,1018447471,62,0.2934,0.1355,0.2338,4,632,71,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,22060,54,1018447471,29,0.1473,0.4348,0.5186,2,1712,135,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,178935,74,1018447471,100,0.1325,0.1998,0.3985,3,2091,60,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,258858,20,1018447471,94,0.1949,0.2365,0.7405,4,2424,294,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,79365,59,1018447471,78,0.2138,0.409,0.8387,4,1064,152,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,17345,222,1018447471,38,0.2456,0.1038,0.1325,1,1835,289,5
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,118589,222,1018447471,69,0.2661,0.4197,0.6669,3,2929,50,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,50386,1002,1018447471,88,0.7763,0.1921,0.8726,4,2830,142,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,19604,70,1018447471,94,0.2847,0.2709,0.3495,1,1107,48,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,56523,460,1018447471,92,0.2171,0.5789,0.5726,2,1831,286,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,208022,22,1018447471,95,0.3167,0.338,0.7139,4,2791,139,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,27753,311,1018447471,35,0.4635,0.1965,0.3569,2,2611,53,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,11682,626,1018447471,35,0.4836,0.4964,0.948,3,1058,288,5
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,511.933,36576,12,1018447471,81,0.2863,0.61,0.97,2,1581,134,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,64958,252,1018447471,90,0.4836,0.2947,0.97,4,1220,248,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,24957,316,1018447471,50,0.2408,0.0876,0.0576,1,2709,140,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,511.933,26380,66,1018447471,78,0.7144,0.223,0.822,2,2595,238,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,511.933,26579,14,1018447471,74,0.1671,0.4346,0.8296,2,841,209,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,100440,86,1018447471,85,0.2506,0.4916,0.7927,4,1543,266,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,75330,39,1018447471,97,0.4181,0.2808,0.7592,4,1133,261,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,9439,85,1018447471,65,0.2085,0.3732,0.68,3,223,157,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,20305,428,1018447471,77,0.0537,0.7183,0.8465,1,1232,60,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,28180,1656,1018447471,54,0.5328,0.296,0.1265,3,1891,291,5
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,41004,379,1018447471,44,0.1945,0.4354,0.8403,2,2011,54,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,116788,40,1018447471,69,0.4847,0.1194,0.483,4,2361,249,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,35916,168,1018447471,87,0.2292,0.4235,0.6334,2,1017,262,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,28927,307,1018447471,65,0.2013,0.5449,0.9235,1,2199,62,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,25370,28,1018447471,55,0.4666,0.4655,0.5675,4,1066,298,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,44365,51,1018447471,53,0.1836,0.3283,0.5271,2,1757,173,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,61615,671,1018447471,78,0.2489,0.1071,0.7368,1,2682,77,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,19335,1134,1018447471,49,0.1595,0.431,0.4792,1,1912,30,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,76202,221,1018447471,98,0.4007,0.5025,0.096,3,2441,180,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,54684,500,1018447471,68,0.3533,0.1004,0.2091,2,1996,270,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,95568,371,1018447471,54,0.1916,0.379,0.6816,4,1959,97,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,46819,13,1018447471,83,0.1593,0.3364,0.1715,3,1028,274,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,123400,95,1018447471,79,0.3183,0.2546,0.6415,4,1817,111,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,42040,719,1018447471,61,0.534,0.4495,0.614,3,2628,42,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,26133,774,1018447471,64,0.7969,0.0938,0.6603,4,1864,252,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,35404,177,1018447471,96,0.5025,0.279,0.3583,2,1629,127,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,511.933,46123,36,1018447471,70,0.347,0.067,0.7051,2,1495,46,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,65230,106,1018447471,90,0.2423,0.6923,0.4046,4,1307,71,5
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,86173,50,1018447471,75,0.2929,0.3413,0.5481,2,2959,241,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,45377,22,738597578,75,0.2929,0.3413,0.5481,2,2959,241,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,105694,162,738597578,94,0.1949,0.2365,0.7405,4,2424,294,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,533.532,15767,1625,738597578,65,0.2013,0.5449,0.9235,1,2199,62,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,22165,103,738597578,96,0.5025,0.279,0.3583,2,1629,127,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,64502,55,738597578,69,0.2661,0.4197,0.6669,3,2929,50,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,533.532,23561,386,738597578,74,0.232,0.2384,0.5322,1,2924,296,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,533.532,13814,822,738597578,97,0.6531,0.1768,0.3137,3,993,127,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,21988,650,738597578,85,0.4327,0.3562,0.6266,2,1644,200,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,570.308,41233,1187,738597578,78,0.3633,0.1612,0.5341,2,2629,236,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,35371,59,738597578,62,0.1763,0.333,0.5918,2,2421,277,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,25702,169,738597578,46,0.6136,0.1305,0.3641,4,2448,240,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,57840,80,738597578,100,0.2342,0.4291,0.6755,3,1741,260,5
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,71546,62,738597578,91,0.1878,0.1004,0.5322,3,2194,288,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,27228,191,738597578,80,0.5753,0.1146,0.7536,4,1404,292,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,11872,77,738597578,75,0.6347,0.2856,0.5641,3,1018,134,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,621.768,7585,52,738597578,55,0.1388,0.5051,0.6915,1,1251,110,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,6939,56,738597578,38,0.2069,0.7604,0.9984,1,1676,37,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,634.459,27283,2,738597578,44,0.3174,0.0072,0.7021,3,2587,133,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,2553,1635,738597578,66,0.8469,0.1406,0.9842,1,1652,147,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,570.308,45112,2194,738597578,72,0.3929,0.3038,0.2181,3,2448,81,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,40759,161,738597578,58,0.3594,0.3528,0.3612,3,2530,224,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,90663,1,738597578,88,0.2718,0.3657,0.9326,4,2394,216,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,533.532,17761,1297,738597578,70,0.3242,0.2512,0.389,1,2692,155,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,54773,93,738597578,92,0.2638,0.2498,0.1829,3,1914,236,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,43986,50,738597578,75,0.2286,0.4059,0.5506,2,2748,196,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,47314,52,738597578,63,0.2868,0.179,0.8,3,2729,283,5
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,6359,826,738597578,45,0.6105,0.2831,0.8291,1,2559,35,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,570.308,22822,703,738597578,62,0.1864,0.3952,0.7143,2,1407,122,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,533.532,40155,586,738597578,79,0.2901,0.1088,0.6107,3,1770,238,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,74065,639,738597578,78,0.1866,0.2782,0.4377,3,2781,84,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,621.768,15717,1249,738597578,47,0.3013,0.0453,0.9459,2,2091,278,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,16429,37,738597578,61,0.3737,0.4894,0.7521,2,1490,101,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,54799,25,738597578,99,0.1875,0.6858,0.6062,2,2494,136,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,533.532,34835,82,738597578,76,0.3746,0.1145,0.5266,2,2444,261,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,30592,100,738597578,89,0.6378,0.3232,0.3034,3,2279,154,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,22126,972,738597578,85,0.3326,0.527,0.0641,2,1471,184,5
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,26104,18,738597578,78,0.4925,0.4389,0.7587,3,1591,273,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,570.308,44318,580,738597578,80,0.1927,0.2583,0.3448,2,2254,221,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,25987,2,738597578,57,0.2486,0.642,0.8008,3,1486,267,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,570.308,58162,312,738597578,89,0.3406,0.5576,0.7473,3,2380,220,5
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,16677,79,738597578,71,0.418,0.1369,0.3982,3,912,240,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,666.998,39970,2,738597578,64,0.2875,0.0067,0.8615,2,2165,92,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,29812,18,738597578,90,0.4376,0.3948,0.2464,3,1428,105,5
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,31632,141,738597578,63,0.2858,0.2356,0.9257,3,1597,267,4
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,621.768,13682,8,738597578,66,0.6862,0.0138,0.4708,2,2750,288,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,25276,224,738597578,44,0.4931,0.1387,0.0723,3,2652,138,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,15846,257,738597578,51,0.2917,0.5473,0.6255,2,1569,72,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,49537,149,738597578,92,0.3007,0.4618,0.4623,2,2737,192,2
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,10171,136,738597578,36,0.1927,0.603,0.5707,1,2416,73,3
C:/TunningBRKGA/Instances/scenario_I100U50O85SnoneDrandomUDrandomFOequalR0.csv,615.53,7761,707,738597578,68,0.5351,0.2652,0.8552,1,1756,166,3
